avg_rating,geek_rating,num_voters,rank,release_date,title,url
6.89,6.067,964.0,1982,2015,Vault Wars,/boardgame/169704/vault-wars
6.48,6.163,2918.0,1687,1989,A la carte,/boardgame/217/la-carte
6.48,6.162,3030.0,1688,2000,River Dragons,/boardgame/634/river-dragons
7.42,6.162,698.0,1689,2016,Krazy Wordz,/boardgame/195372/krazy-wordz
7.04,6.161,969.0,1690,2017,Valletta,/boardgame/218920/valletta
7.9,6.161,518.0,1691,2017,1754: Conquest – The French and Indian War,/boardgame/206150/1754-conquest-french-and-indian-war
6.79,6.161,1397.0,1692,2008,The Name of the Rose,/boardgame/35488/name-rose
6.44,6.16,3259.0,1693,2008,Click Clack Lumberjack,/boardgame/39206/click-clack-lumberjack
7.07,6.16,1044.0,1694,2017,Stop Thief!,/boardgame/215312/stop-thief
6.6,6.16,2232.0,1695,1962,Twixt,/boardgame/949/twixt
7.25,6.16,851.0,1696,1810,Skat,/boardgame/6819/skat
6.51,6.16,2646.0,1697,2005,That's Life!,/boardgame/17240/s-life
7.82,6.16,520.0,1698,2017,Lignum (second edition),/boardgame/222407/lignum-second-edition
6.73,6.159,1521.0,1699,2013,Prosperity,/boardgame/145203/prosperity
7.77,6.159,553.0,1700,2017,Bios: Megafauna (Second Edition),/boardgame/221769/bios-megafauna-second-edition
6.13,5.904,2504.0,2709,1973,Tally Ho!,/boardgame/908/tally-ho
6.35,5.904,1235.0,2710,2006,Bison: Thunder on the Prairie,/boardgame/21287/bison-thunder-prairie
6.9,5.903,623.0,2711,2007,Axis & Allies:  Guadalcanal,/boardgame/29259/axis-allies-guadalcanal
6.76,5.903,610.0,2712,2011,Fealty,/boardgame/96704/fealty
6.38,5.903,1241.0,2713,2014,Lagoon: Land of Druids,/boardgame/152053/lagoon-land-druids
8.59,5.903,240.0,2714,2017,Techno Bowl: Arcade Football Unplugged,/boardgame/194923/techno-bowl-arcade-football-unplugged
7.37,5.902,379.0,2715,2005,The Mighty Endeavor,/boardgame/14080/mighty-endeavor
6.36,5.902,1276.0,2716,2018,Mint Delivery,/boardgame/230251/mint-delivery
6.97,5.902,477.0,2717,2001,WeyKick,/boardgame/20295/weykick
6.84,5.902,563.0,2718,2004,Lectio,/boardgame/19184/lectio
7.4,5.902,356.0,2719,2009,Bastogne: Screaming Eagles under Siege,/boardgame/35669/bastogne-screaming-eagles-under-siege
6.68,5.901,682.0,2720,2013,Trieste,/boardgame/148291/trieste
6.18,5.901,2539.0,2721,1982,Illuminati,/boardgame/859/illuminati
6.87,5.901,587.0,2722,2011,Ristorante Italia,/boardgame/91189/ristorante-italia
6.36,5.901,1189.0,2723,2003,Light Speed,/boardgame/5534/light-speed
6.33,5.886,1538.0,2801,1994,Talisman (third edition),/boardgame/5336/talisman-third-edition
7.07,5.886,526.0,2802,1979,Divine Right,/boardgame/23/divine-right
7.05,5.92,502.0,2627,1993,Rise of the Luftwaffe,/boardgame/1372/rise-luftwaffe
6.35,5.919,1404.0,2628,2013,The Agents,/boardgame/141932/agents
6.85,5.919,576.0,2629,2001,Volldampf,/boardgame/1338/volldampf
6.75,5.919,695.0,2630,2014,Kaosball: The Fantasy Sport of Total Domination,/boardgame/139992/kaosball-fantasy-sport-total-domination
6.62,5.919,892.0,2631,1977,War of the Ring,/boardgame/2228/war-ring
7.51,5.919,385.0,2632,1986,Battle Hymn,/boardgame/1666/battle-hymn
6.97,5.919,515.0,2633,2015,Team Play,/boardgame/181329/team-play
6.4,5.919,1222.0,2634,2000,Cosmic Encounter,/boardgame/40531/cosmic-encounter
6.95,5.919,517.0,2635,2010,Antics!,/boardgame/80642/antics
6.73,5.918,714.0,2636,2014,Sentinel Tactics: The Flame of Freedom,/boardgame/146408/sentinel-tactics-flame-freedom
6.63,5.918,762.0,2637,2008,Pacific Typhoon,/boardgame/20079/pacific-typhoon
7.57,5.917,336.0,2638,2016,DC Comics Dice Masters: World's Finest,/boardgame/182770/dc-comics-dice-masters-worlds-finest
6.42,5.917,1135.0,2639,1994,Sharp Shooters,/boardgame/1459/sharp-shooters
7.32,5.917,627.0,2640,1977,Melee,/boardgame/3464/melee
7.23,5.917,424.0,2641,1992,Full Thrust,/boardgame/3893/full-thrust
6.62,5.917,793.0,2642,2015,Penny Press,/boardgame/148205/penny-press
7.15,5.935,474.0,2548,2003,Liberty: The American Revolution 1775-83,/boardgame/6719/liberty-american-revolution-1775-83
7.59,5.935,330.0,2549,2001,18EU,/boardgame/5684/18eu
6.36,5.934,1412.0,2550,2015,Game of Trains,/boardgame/180602/game-trains
6.65,5.934,814.0,2551,2012,Sewer Pirats,/boardgame/102898/sewer-pirats
7.45,5.934,369.0,2552,1995,Das Motorsportspiel,/boardgame/541/das-motorsportspiel
6.57,5.933,909.0,2553,2015,OctoDice,/boardgame/180231/octodice
7.24,5.933,450.0,2554,1981,Ace of Aces: Powerhouse Series,/boardgame/7104/ace-aces-powerhouse-series
6.65,5.932,869.0,2555,2017,Professor Evil and The Citadel of Time,/boardgame/219708/professor-evil-and-citadel-time
6.68,5.932,754.0,2556,2005,Havoc: The Hundred Years War,/boardgame/19363/havoc-hundred-years-war
6.43,5.932,1165.0,2557,2005,Il Principe,/boardgame/19650/il-principe
8.59,5.931,392.0,2558,2018,Darklight: Memento Mori,/boardgame/154910/darklight-memento-mori
7.17,5.931,572.0,2559,2019,Tiny Epic Mechs,/boardgame/257283/tiny-epic-mechs
6.54,5.931,1379.0,2560,2014,Munchkin Adventure Time,/boardgame/146735/munchkin-adventure-time
6.44,5.931,1078.0,2561,2009,Keltis: Der Weg der Steine Mitbringspiel,/boardgame/41003/keltis-der-weg-der-steine-mitbringspiel
6.19,5.93,2960.0,2562,1988,Ligretto,/boardgame/943/ligretto
7.11,5.93,524.0,2563,2016,Legendary: Big Trouble in Little China,/boardgame/200171/legendary-big-trouble-little-china
6.21,5.93,2483.0,2564,1995,Rat-a-Tat Cat,/boardgame/3837/rat-tat-cat
7.96,6.235,530.0,1488,2004,1860: Railways on the Isle of Wight,/boardgame/12750/1860-railways-isle-wight
6.89,6.235,1749.0,1489,2009,Tanto Cuore,/boardgame/65282/tanto-cuore
7.04,6.234,1206.0,1490,2013,Cinque Terre,/boardgame/124052/cinque-terre
6.79,6.233,1843.0,1491,2011,The Adventurers: The Pyramid of Horus,/boardgame/98315/adventurers-pyramid-horus
6.84,6.233,1658.0,1492,2009,Chronicle,/boardgame/54307/chronicle
7.49,6.232,809.0,1493,2013,Ascension: Darkness Unleashed,/boardgame/144864/ascension-darkness-unleashed
8.06,6.231,541.0,1494,2006,EastFront II,/boardgame/22143/eastfront-ii
7.19,6.231,978.0,1495,2013,Guildhall: Job Faire,/boardgame/142121/guildhall-job-faire
6.88,6.231,1500.0,1496,2009,Assyria,/boardgame/43152/assyria
6.63,6.23,2516.0,1497,1983,Take it Easy!,/boardgame/128/take-it-easy
7.33,6.229,898.0,1498,2004,Revolution: The Dutch Revolt 1568-1648,/boardgame/9215/revolution-dutch-revolt-1568-1648
6.92,6.229,1432.0,1499,2010,Constantinopolis,/boardgame/31483/constantinopolis
7.28,6.228,957.0,1500,2015,Mage Wars Academy,/boardgame/172503/mage-wars-academy
6.93,6.198,1235.0,1588,2013,Kings of Air and Steam,/boardgame/111732/kings-air-and-steam
6.98,6.198,1144.0,1589,2013,Nauticus,/boardgame/144415/nauticus
6.92,6.198,1325.0,1590,2011,Revolver,/boardgame/76150/revolver
7.53,6.197,858.0,1591,2015,Risk Europe,/boardgame/204184/risk-europe
6.77,6.197,1551.0,1592,2011,Pantheon,/boardgame/94480/pantheon
7.19,6.197,949.0,1593,1991,Cosmic Encounter,/boardgame/40529/cosmic-encounter
7.15,6.197,987.0,1594,1990,Daytona 500,/boardgame/631/daytona-500
6.89,6.196,1340.0,1595,2013,Happy Pigs,/boardgame/156138/happy-pigs
7.96,6.195,556.0,1596,2017,Pendragon: The Fall of Roman Britain,/boardgame/193728/pendragon-fall-roman-britain
6.63,6.195,2102.0,1597,2002,O Zoo le Mio,/boardgame/4218/o-zoo-le-mio
6.9,6.195,1302.0,1598,2005,Kreta,/boardgame/15600/kreta
6.66,6.195,2170.0,1599,2016,Codenames: Deep Undercover,/boardgame/205158/codenames-deep-undercover
6.78,6.195,1691.0,1600,2016,Sea of Clouds,/boardgame/189052/sea-clouds
6.96,6.048,898.0,2066,2005,Battleground,/boardgame/18985/battleground
6.56,6.048,1477.0,2067,1986,Escape from Atlantis,/boardgame/24037/escape-atlantis
6.4,6.048,2359.0,2068,2006,Marvel Heroes,/boardgame/14808/marvel-heroes
7.05,6.048,708.0,2069,2006,The World Cup Game,/boardgame/23604/world-cup-game
6.95,6.047,829.0,2070,2013,Thunderstone: Starter Set,/boardgame/140951/thunderstone-starter-set
7.13,6.047,732.0,2071,1987,Raid on St. Nazaire,/boardgame/1425/raid-st-nazaire
6.34,6.046,2771.0,2072,2005,Rory's Story Cubes,/boardgame/20545/rorys-story-cubes
6.49,6.046,2240.0,2073,1993,"Warhammer 40,000",/boardgame/2162/warhammer-40000
7.14,6.046,718.0,2074,1993,Man O' War,/boardgame/2516/man-o-war
7.27,6.046,706.0,2075,2017,After The Virus,/boardgame/232361/after-virus
7.46,6.046,540.0,2076,1996,Space Hulk (second edition),/boardgame/63091/space-hulk-second-edition
7.6,6.045,702.0,2077,2018,Monster Slaughter,/boardgame/220632/monster-slaughter
7.67,6.045,527.0,2078,2015,The Red Dragon Inn 5,/boardgame/173634/red-dragon-inn-5
7.0,6.045,736.0,2079,2018,Deckscape: Heist in Venice,/boardgame/245045/deckscape-heist-venice
7.53,6.045,518.0,2080,2017,Smash Up: What Were We Thinking?,/boardgame/216658/smash-what-were-we-thinking
6.74,6.043,1050.0,2081,2017,Harvest Dice,/boardgame/231280/harvest-dice
7.03,6.043,736.0,2082,2016,The Game: Extreme,/boardgame/209325/game-extreme
7.32,6.042,552.0,2083,2006,Shifting Sands,/boardgame/11949/shifting-sands
6.98,6.042,765.0,2084,2013,Triassic Terror,/boardgame/135243/triassic-terror
7.61,6.022,443.0,2164,2018,Smartphone Inc.,/boardgame/246684/smartphone-inc
6.79,6.022,891.0,2165,2016,Medici: The Card Game,/boardgame/202288/medici-card-game
7.5,6.022,483.0,2166,2005,Fire in the Sky: The Great Pacific War 1941-1945,/boardgame/14083/fire-sky-great-pacific-war-1941-1945
6.54,6.021,1399.0,2167,2016,Thief's Market,/boardgame/182351/thiefs-market
6.52,6.021,1510.0,2168,2016,The Manhattan Project: Chain Reaction,/boardgame/177249/manhattan-project-chain-reaction
7.73,6.021,422.0,2169,2011,Leader 1: Hell of the North,/boardgame/83040/leader-1-hell-north
6.77,6.02,958.0,2170,2015,Portal of Heroes,/boardgame/181960/portal-heroes
6.58,6.02,1496.0,2171,1977,Rail Baron,/boardgame/420/rail-baron
7.84,6.02,413.0,2172,2004,"Downtown: Air War Over Hanoi, 1965-1972",/boardgame/6613/downtown-air-war-over-hanoi-1965-1972
7.88,6.02,406.0,2173,2017,Legends of Andor: The Last Hope,/boardgame/198287/legends-andor-last-hope
6.52,6.02,1424.0,2174,2008,Senji,/boardgame/33107/senji
6.48,6.02,1515.0,2175,1993,En Garde,/boardgame/169/en-garde
7.5,6.02,468.0,2176,2008,Decktet,/boardgame/37301/decktet
6.69,6.02,1173.0,2177,2015,Smash Up: Munchkin,/boardgame/162559/smash-munchkin
7.01,6.019,738.0,2178,2002,The Napoleonic Wars,/boardgame/3409/napoleonic-wars
7.29,6.019,548.0,2179,2017,Iron Curtain,/boardgame/228411/iron-curtain
7.38,6.019,495.0,2180,2018,The Manhattan Project 2: Minutes to Midnight,/boardgame/177659/manhattan-project-2-minutes-midnight
8.04,6.018,473.0,2181,2019,Mysthea,/boardgame/242653/mysthea
6.38,6.018,2028.0,2182,2004,King Up!,/boardgame/7806/king
6.9,6.018,782.0,2183,2010,Mousquetaires du Roy,/boardgame/78954/mousquetaires-du-roy
7.02,5.998,669.0,2268,1990,1835,/boardgame/422/1835
6.5,5.998,1425.0,2269,2011,Star Trek: Expeditions,/boardgame/79131/star-trek-expeditions
7.8,5.998,416.0,2270,2018,Cataclysm: A Second World War,/boardgame/125977/cataclysm-second-world-war
6.77,5.998,900.0,2271,2012,Neuroshima: Convoy,/boardgame/120605/neuroshima-convoy
8.36,5.997,433.0,2272,2018,Tsukuyumi: Full Moon Down,/boardgame/185538/tsukuyumi-full-moon-down
7.1,5.997,592.0,2273,2015,Joraku,/boardgame/180901/joraku
7.31,5.997,494.0,2274,2015,Dilluvia Project,/boardgame/139245/dilluvia-project
6.16,5.996,7408.0,2275,1988,Scattergories,/boardgame/2381/scattergories
8.07,5.996,320.0,2276,2013,Band of Brothers: Ghost Panzer,/boardgame/129122/band-brothers-ghost-panzer
6.85,5.996,834.0,2277,2016,Arcane Academy,/boardgame/144734/arcane-academy
6.82,5.996,796.0,2278,2017,Topiary,/boardgame/210900/topiary
7.26,5.996,611.0,2279,2002,Arimaa,/boardgame/4616/arimaa
7.52,5.995,453.0,2280,2017,Smash Up: Big in Japan,/boardgame/216199/smash-big-japan
6.91,5.995,764.0,2281,2011,Flash Duel: Second Edition,/boardgame/107190/flash-duel-second-edition
6.83,5.995,757.0,2282,2011,Rapa Nui,/boardgame/103132/rapa-nui
7.02,5.995,717.0,2283,2007,Axis & Allies Naval Miniatures: War at Sea,/boardgame/25794/axis-allies-naval-miniatures-war-sea
6.59,5.995,1126.0,2284,2008,Shanghaien,/boardgame/34320/shanghaien
7.67,5.994,404.0,2285,2009,The Caucasus Campaign,/boardgame/33003/caucasus-campaign
7.14,5.994,571.0,2286,2016,The Great Dinosaur Rush,/boardgame/179071/great-dinosaur-rush
6.73,5.994,879.0,2287,2016,Zany Penguins,/boardgame/190639/zany-penguins
7.27,5.952,451.0,2468,2016,Tiefe Taschen,/boardgame/186864/tiefe-taschen
6.64,5.952,922.0,2469,2013,Crossing,/boardgame/172971/crossing
6.76,5.951,827.0,2470,2015,Overseers,/boardgame/176803/overseers
6.96,5.951,600.0,2471,2010,Cabo,/boardgame/73664/cabo
6.76,5.951,812.0,2472,2018,Shadows: Amsterdam,/boardgame/246297/shadows-amsterdam
6.63,5.951,897.0,2473,2007,Micro Mutants: Evolution,/boardgame/31056/micro-mutants-evolution
6.38,5.95,1482.0,2474,2014,Star Wars: Empire vs. Rebellion,/boardgame/160964/star-wars-empire-vs-rebellion
7.79,5.95,360.0,2475,2012,Panzer (second edition),/boardgame/85769/panzer-second-edition
6.94,5.95,782.0,2476,2016,Buffy the Vampire Slayer: The Board Game,/boardgame/203102/buffy-vampire-slayer-board-game
6.6,5.95,914.0,2477,2002,Clippers,/boardgame/3128/clippers
8.2,5.95,291.0,2478,2014,D-Day at Tarawa,/boardgame/67600/d-day-tarawa
6.57,5.95,995.0,2479,2010,Mai-Star,/boardgame/75789/mai-star
6.51,5.95,1063.0,2480,2014,Madame Ching,/boardgame/154443/madame-ching
7.11,5.949,516.0,2481,2017,Wordsy,/boardgame/208480/wordsy
7.21,5.949,477.0,2482,2016,Guildhall Fantasy: Fellowship,/boardgame/202755/guildhall-fantasy-fellowship
7.28,5.949,513.0,2483,2014,Dungeons & Dragons: Attack Wing,/boardgame/155689/dungeons-dragons-attack-wing
7.91,5.949,335.0,2484,2011,Cave Evil,/boardgame/84889/cave-evil
7.31,5.948,452.0,2485,2018,Spy Club,/boardgame/227545/spy-club
7.07,5.948,1009.0,2486,2018,The Island of El Dorado,/boardgame/230191/island-el-dorado
7.3,5.948,442.0,2487,2018,Lincoln,/boardgame/246201/lincoln
6.72,6.128,1353.0,1786,1999,Giganten,/boardgame/59/giganten
8.72,6.128,313.0,1787,2010,1817,/boardgame/63170/1817
6.3,6.127,5544.0,1788,1992,Loot,/boardgame/770/loot
7.13,6.127,914.0,1789,2004,Battlestations,/boardgame/12350/battlestations
7.42,6.126,638.0,1790,2008,FAB: The Bulge,/boardgame/20133/fab-bulge
6.76,6.126,1299.0,1791,1999,Merchants of the Middle Ages,/boardgame/348/merchants-middle-ages
7.68,6.125,550.0,1792,2014,Time of Soccer,/boardgame/166317/time-soccer
7.49,6.125,658.0,1793,2012,Dungeon Command: Curse of Undeath,/boardgame/124969/dungeon-command-curse-undeath
7.36,6.125,722.0,1794,2018,Tiny Epic Defenders (Second Edition),/boardgame/238656/tiny-epic-defenders-second-edition
6.69,6.125,1794.0,1795,2006,World of Warcraft Trading Card Game,/boardgame/19643/world-warcraft-trading-card-game
6.84,6.124,1215.0,1796,2015,Grifters,/boardgame/168054/grifters
6.43,6.124,2756.0,1797,2008,Pack & Stack,/boardgame/37120/pack-stack
7.46,6.124,657.0,1798,2005,Flying Colors,/boardgame/8730/flying-colors
6.78,6.124,1316.0,1799,2014,The Battle at Kemble's Cascade,/boardgame/154301/battle-kembles-cascade
7.21,6.124,887.0,1800,2011,Colonial: Europe's Empires Overseas,/boardgame/99392/colonial-europes-empires-overseas
7.07,6.092,862.0,1887,2018,5-Minute Marvel,/boardgame/253618/5-minute-marvel
7.85,6.092,469.0,1888,2018,Monolith Arena,/boardgame/238393/monolith-arena
6.48,6.092,2033.0,1889,2015,Unusual Suspects,/boardgame/178570/unusual-suspects
6.98,6.092,958.0,1890,2016,Ticket to Ride: First Journey (U.S.),/boardgame/205125/ticket-ride-first-journey-us
6.68,6.092,1298.0,1891,2014,Pagoda,/boardgame/154003/pagoda
7.38,6.092,626.0,1892,2017,Coldwater Crown,/boardgame/200934/coldwater-crown
6.83,6.092,1213.0,1893,1979,Star Fleet Battles,/boardgame/1589/star-fleet-battles
7.57,6.092,538.0,1894,2016,Defenders of the Last Stand,/boardgame/169464/defenders-last-stand
7.43,6.091,614.0,1895,2016,Commissioned,/boardgame/171479/commissioned
7.35,6.091,609.0,1896,2016,Factory Funner,/boardgame/183284/factory-funner
6.94,6.091,882.0,1897,2009,A Brief History of the World,/boardgame/46007/brief-history-world
6.79,6.09,1147.0,1898,2017,Codenames: Disney Family Edition,/boardgame/220775/codenames-disney-family-edition
7.37,6.09,630.0,1899,2006,Pax Romana,/boardgame/17393/pax-romana
7.42,6.09,641.0,1900,2012,Dungeon Command: Tyranny of Goblins,/boardgame/124968/dungeon-command-tyranny-goblins
6.89,6.067,906.0,1983,2008,After the Flood,/boardgame/36888/after-flood
6.47,6.067,2101.0,1984,2011,Cheating Moth,/boardgame/105593/cheating-moth
6.96,6.066,825.0,1985,2017,Claim,/boardgame/233961/claim
7.01,6.066,900.0,1986,1999,Battlefleet Gothic,/boardgame/3967/battlefleet-gothic
6.49,6.066,1799.0,1987,2003,New England,/boardgame/5406/new-england
6.54,6.066,1578.0,1988,2002,StreetSoccer,/boardgame/3421/streetsoccer
6.46,6.066,2107.0,1989,2010,The Castle of the Devil,/boardgame/25951/castle-devil
7.88,6.065,478.0,1990,2016,Warfighter: The WWII Tactical Combat Card Game,/boardgame/196496/warfighter-wwii-tactical-combat-card-game
7.43,6.065,632.0,1991,1984,Vietnam 1965-1975,/boardgame/5620/vietnam-1965-1975
6.62,6.065,1352.0,1992,2016,Escape the Room: Mystery at the Stargazer's Manor,/boardgame/193560/escape-room-mystery-stargazers-manor
7.68,6.065,502.0,1993,2015,Ascension: Dreamscape,/boardgame/185123/ascension-dreamscape
7.91,6.065,541.0,1994,2016,The Walking Dead: All Out War,/boardgame/191301/walking-dead-all-out-war
6.47,6.065,1893.0,1995,2003,10 Days in the USA,/boardgame/7866/10-days-usa
6.76,6.064,1096.0,1996,2017,Rising 5: Runes of Asteros,/boardgame/185196/rising-5-runes-asteros
6.61,6.064,1402.0,1997,2009,The Golden City,/boardgame/40770/golden-city
7.25,6.064,659.0,1998,2007,España 1936,/boardgame/31291/espana-1936
6.68,6.063,1223.0,1999,2002,Goldland,/boardgame/3139/goldland
6.6,6.063,1526.0,2000,2000,Gobblet,/boardgame/2266/gobblet
6.4,5.901,2097.0,2724,2017,Unstable Unicorns,/boardgame/234190/unstable-unicorns
6.65,5.9,776.0,2725,1996,Mythos,/boardgame/1800/mythos
6.38,5.9,1189.0,2726,1997,DOG,/boardgame/2633/dog
6.82,5.886,555.0,2803,1985,Wildlife Adventure,/boardgame/156/wildlife-adventure
6.24,5.886,1464.0,2804,2013,Bugs in the Kitchen,/boardgame/137909/bugs-kitchen
6.37,5.885,1061.0,2805,2002,Attribute,/boardgame/4553/attribute
6.61,5.885,829.0,2806,2016,Bandido,/boardgame/191925/bandido
6.96,5.885,459.0,2807,2009,Granada,/boardgame/58099/granada
6.56,5.885,741.0,2808,2015,Stellar Conflict,/boardgame/179835/stellar-conflict
7.01,5.884,519.0,2809,2017,Space Race: The Card Game,/boardgame/191177/space-race-card-game
6.47,5.884,1086.0,2810,2004,"Warhammer 40,000 (fourth edition)",/boardgame/13362/warhammer-40000-fourth-edition
6.21,5.884,1717.0,2811,2009,Infinite City,/boardgame/46807/infinite-city
7.08,5.884,433.0,2812,2018,Sherlock: Last Call,/boardgame/250780/sherlock-last-call
6.83,5.884,540.0,2813,2014,Lost Valley: The Yukon Goldrush 1896,/boardgame/130605/lost-valley-yukon-goldrush-1896
6.61,5.883,735.0,2814,1986,Thunder Road,/boardgame/804/thunder-road
6.88,5.883,498.0,2815,2014,Fresh Fish,/boardgame/164698/fresh-fish
7.07,5.883,441.0,2816,2009,"Soviet Dawn: The Russian Civil War, 1918-1921",/boardgame/40107/soviet-dawn-russian-civil-war-1918-1921
6.19,5.883,2284.0,2817,2011,Pirate Fluxx,/boardgame/73538/pirate-fluxx
7.01,5.883,442.0,2818,2016,Tin Goose,/boardgame/133285/tin-goose
6.24,5.882,1500.0,2819,1987,Auf Achse,/boardgame/110/auf-achse
6.44,5.882,917.0,2820,2006,Hart an der Grenze,/boardgame/22237/hart-der-grenze
6.36,5.881,1007.0,2821,1996,Gloria Picktoria,/boardgame/247/gloria-picktoria
6.24,5.881,2030.0,2822,1992,Battle Masters,/boardgame/700/battle-masters
7.32,5.917,408.0,2643,2019,Sushi Roll,/boardgame/271869/sushi-roll
6.74,5.916,759.0,2644,2006,Axis & Allies: Battle of the Bulge,/boardgame/22457/axis-allies-battle-bulge
6.58,5.916,816.0,2645,2012,Maharani,/boardgame/118402/maharani
7.19,5.916,442.0,2646,2013,Metallum,/boardgame/148271/metallum
7.23,5.915,396.0,2647,2015,Among the Stars: Revival,/boardgame/170318/among-stars-revival
6.59,5.915,801.0,2648,2007,Merchants,/boardgame/32114/merchants
8.14,5.915,255.0,2649,2013,Hoplomachus: Rise of Rome,/boardgame/139131/hoplomachus-rise-rome
6.43,5.915,1226.0,2650,2010,Junta: Viva el Presidente!,/boardgame/84159/junta-viva-el-presidente
6.6,5.915,821.0,2651,2005,Key Largo,/boardgame/18289/key-largo
6.36,5.915,1266.0,2652,2002,Emerald,/boardgame/3452/emerald
6.2,5.915,2011.0,2653,2002,Hellas,/boardgame/4529/hellas
6.35,5.915,1358.0,2654,1988,Barbarossa,/boardgame/550/barbarossa
7.46,5.915,481.0,2655,2017,Illimat,/boardgame/210040/illimat
7.86,5.914,306.0,2656,2009,The Battle for Normandy,/boardgame/32838/battle-normandy
6.37,5.914,1264.0,2657,2003,Eketorp,/boardgame/6281/eketorp
6.84,5.914,693.0,2658,1992,Advanced Third Reich,/boardgame/283/advanced-third-reich
7.0,5.914,515.0,2659,2018,Carson City: The Card Game,/boardgame/248117/carson-city-card-game
6.73,5.914,721.0,2660,2010,Jerusalem,/boardgame/63632/jerusalem
6.27,5.913,2340.0,2661,2004,Risk: Godstorm,/boardgame/10383/risk-godstorm
7.27,5.93,437.0,2565,2016,Tavarua,/boardgame/186323/tavarua
6.98,5.93,571.0,2566,2019,Victorian Masterminds,/boardgame/189453/victorian-masterminds
6.53,5.93,935.0,2567,2011,City Tycoon,/boardgame/104994/city-tycoon
7.61,5.93,380.0,2568,2008,World at War: Blood and Bridges,/boardgame/35035/world-war-blood-and-bridges
6.38,5.929,1332.0,2569,2014,Yardmaster,/boardgame/154634/yardmaster
6.38,5.929,1306.0,2570,1996,Bamboleo,/boardgame/293/bamboleo
6.36,5.929,1379.0,2571,2011,Alcatraz: The Scapegoat,/boardgame/96613/alcatraz-scapegoat
6.68,5.929,880.0,2572,2016,Firefly Fluxx,/boardgame/183896/firefly-fluxx
7.3,5.929,406.0,2573,2016,An Infamous Traffic,/boardgame/206490/infamous-traffic
6.45,5.929,1163.0,2574,2014,Shipwrights of the North Sea,/boardgame/75547/shipwrights-north-sea
6.99,5.929,519.0,2575,2017,Welcome to Centerville,/boardgame/178302/welcome-centerville
6.76,5.929,757.0,2576,2004,Dungeons & Dragons Basic Game,/boardgame/17804/dungeons-dragons-basic-game
7.07,5.929,525.0,2577,1989,The Siege of Jerusalem (Third Edition),/boardgame/1710/siege-jerusalem-third-edition
6.58,5.929,856.0,2578,2009,Court of the Medici,/boardgame/37208/court-medici
6.71,5.929,713.0,2579,1992,Speculation,/boardgame/1036/speculation
6.98,5.929,539.0,2580,2016,Order of the Gilded Compass,/boardgame/200924/order-gilded-compass
6.37,5.928,1333.0,2581,1980,Phantoms vs Phantoms,/boardgame/2290/phantoms-vs-phantoms
8.04,5.928,301.0,2582,2018,Blitz Bowl,/boardgame/247104/blitz-bowl
6.25,5.928,2813.0,2583,2011,Munchkin Zombies,/boardgame/86955/munchkin-zombies
8.57,5.869,223.0,2901,2016,Exceed Fighting System,/boardgame/224483/exceed-fighting-system
7.76,5.869,297.0,2902,2018,Warhammer Age of Sigmar: Champions Trading Card Game,/boardgame/255653/warhammer-age-sigmar-champions-trading-card-game
6.85,5.869,543.0,2903,2012,City of Gears,/boardgame/131682/city-gears
6.24,5.868,1389.0,2904,2007,Unspeakable Words,/boardgame/24304/unspeakable-words
6.64,5.868,633.0,2905,2006,Pow Wow,/boardgame/31545/pow-wow
6.58,6.042,1342.0,2085,2009,The Pillars of the Earth: Builders Duel,/boardgame/40831/pillars-earth-builders-duel
6.47,6.042,1738.0,2086,1988,Beat the Buzzard,/boardgame/175/beat-buzzard
6.74,6.041,1016.0,2087,1974,Crude: The Oil Game,/boardgame/147/crude-oil-game
7.2,6.041,665.0,2088,2015,Saloon Tycoon,/boardgame/174524/saloon-tycoon
6.64,6.041,1221.0,2089,1987,Shark,/boardgame/433/shark
7.26,6.041,698.0,2090,1989,Aliens,/boardgame/1770/aliens
6.91,6.041,841.0,2091,2012,Urbion,/boardgame/94389/urbion
6.69,6.041,1103.0,2092,2009,Cable Car,/boardgame/58602/cable-car
7.38,6.04,585.0,2093,2018,Ganymede,/boardgame/248005/ganymede
6.32,6.04,2785.0,2094,2011,Martian Dice,/boardgame/99875/martian-dice
7.06,6.04,759.0,2095,2014,DC Comics Deck-Building Game: Rivals – Batman vs The Joker,/boardgame/160958/dc-comics-deck-building-game-rivals-batman-vs-joke
6.97,6.04,779.0,2096,2017,Startups,/boardgame/223770/startups
6.47,6.04,1730.0,2097,2003,Industria,/boardgame/8124/industria
6.64,6.039,1333.0,2098,2018,Choose Your Own Adventure: House of Danger,/boardgame/251420/choose-your-own-adventure-house-danger
8.12,6.038,326.0,2099,1998,1849: The Game of Sicilian Railways,/boardgame/3097/1849-game-sicilian-railways
6.78,6.038,968.0,2100,1930,Oh Hell!,/boardgame/1116/oh-hell
6.46,6.018,1736.0,2184,2006,Gambit Royale,/boardgame/24509/gambit-royale
7.04,6.017,676.0,2185,2017,Pioneers,/boardgame/232520/pioneers
6.39,6.017,2224.0,2186,2007,Bezzerwizzer,/boardgame/32441/bezzerwizzer
7.98,6.017,386.0,2187,2015,Guild Ball,/boardgame/155451/guild-ball
7.28,6.017,587.0,2188,2018,Crystal Clans,/boardgame/228133/crystal-clans
6.44,6.017,1700.0,2189,2006,Rum & Pirates,/boardgame/19948/rum-pirates
